DOI,Title,Year,First Authors,Affiliation
https://doi.org/10.1017/S0376892919000298,Wildlife Insights: A Platform to Maximize the Potential of Camera Trap and Other Passive Sensor Wildlife Data for the Planet,2020,"['Ahumada, JA', 'Fegraus, E', 'Birch, T', 'Flores, N', 'Kays, R', ""O'Brien, TG"", 'Palmer, J', 'Schuttler, S', 'Zhao, JY', 'Jetz, W', 'Kinnaird, M', 'Kulkarni, S', 'Lyet, A', 'Thau, D', 'Duong, M', 'Oliver, R', 'Dancer, A']",Arizona State University
https://doi.org/10.1111/ecog.04773,A standardized assessment of forest mammal communities reveals consistent functional composition and vulnerability across the tropics,2020,"['Rovero, F', 'Ahumada, J', 'Jansen, PA', 'Sheil, D', 'Alvarez, P', 'Boekee, K', 'Espinosa, S', 'Lima, MGM', 'Martin, EH', ""O'Brien, TG"", 'Salvador, J', 'Santos, F', 'Rosa, M', 'Zvoleff, A', 'Sutherland, C', 'Tenan, S']",University of Florence
https://doi.org/10.1017/S0959270918000400,"Camera-trapping successfully and non-invasively reveals the presence, activity and habitat choice of the Critically Endangered White-winged Flufftail Sarothrura ayresi in a South African high-altitude wetland",2019,"['Colyn, RB', 'Campbell, A', 'Smit-Robinson, HA']",University of South Africa
https://doi.org/10.1111/1365-2664.13592,Fishing for mammals: Landscape-level monitoring of terrestrial and semi-aquatic communities using eDNA from riverine systems,2020,"['Sales, NG', 'McKenzie, MB', 'Drake, J', 'Harper, LR', 'Browett, SS', 'Coscia, I', 'Wangensteen, OS', 'Baillie, C', 'Bryce, E', 'Dawson, DA', 'Ochu, E', 'Haenfling, B', 'Handley, LL', 'Mariani, S', 'Lambin, X', 'Sutherland, C', 'McDevitt, AD']",University of Salford
https://doi.org/10.1016/j.gecco.2019.e00791,"Influence of body mass, sociality, and movement behavior on improved detection probabilities when using a second camera trap",2019,"['Wong, ST', 'Belant, JL', 'Sollmann, R', 'Mohamed, A', 'Niedballa, J', 'Mathai, J', 'Street, GM', 'Wilting, A']",Mississippi State University
https://doi.org/10.1017/S0030605318000121,Leopard Panthera pardus density in southern Mozambique: evidence from spatially explicit capture-recapture in Xonghile Game Reserve,2020,"['Strampelli, P', 'Andresen, L', 'Everatt, KT', 'Somers, MJ', 'Rowcliffe, JM']",League of European Research Universities - LERU
https://doi.org/10.3390/d12100399,Implementing and Monitoring the Use of Artificial Canopy Bridges by Mammals and Birds in an Indonesian Agroforestry Environment,2020,"['Nekaris, KAI', 'Handby, V', 'Campera, M', 'Birot, H', 'Hedger, K', 'Eaton, J', 'Imron, MA']",Oxford Brookes University
https://doi.org/10.1111/ddi.12930,"Human disturbance impacts on rainforest mammals are most notable in the canopy, especially for larger-bodied species",2019,"['Whitworth, A', 'Beirne, C', 'Huarcaya, RP', 'Whittaker, L', 'Rojas, SJS', 'Tobler, MW', 'MacLeod, R']",University of Glasgow
https://doi.org/10.1016/j.gecco.2019.e00748,Using natural marks in a spatially explicit capture-recapture framework to estimate preliminary population density of cryptic endangered wild cattle in Borneo,2019,"['Gardner, PC', 'Vaughan, IP', 'Liew, LP', 'Goossens, B']",Cardiff University
https://doi.org/10.1017/S0376892918000486,Distribution of Wildlife and Illegal Human Activities in the Lampi Marine National Park (Myanmar),2019,"['Bisi, F', 'Gagliardi, A', 'Cremonesi, G', 'Colombo, R', 'Mazzamuto, MV', 'Wauters, LA', 'Preatoni, DG', 'Martinoli, A']",University of Insubria
https://doi.org/10.1017/S0030605318000534,A little-known endemic caught in the South-east Asian extinction crisis: the Annamite striped rabbit Nesolagus timminsi,2020,"['Tilker, A', 'Nguyen, A', 'Abrams, JF', 'Bhagwat, T', 'Le, M', 'Van Nguyen, T', 'Nguyen, TA', 'Niedballa, J', 'Sollmann, R', 'Wilting, A']",Leibniz Institut fur Zoo und Wildtierforschung
https://doi.org/10.1111/cobi.13232,Effects of law enforcement and community outreach on mammal diversity in a biodiversity hotspot,2019,"['Chen, C', 'Quan, RC', 'Cao, GH', 'Yang, HP', 'Burton, AC', 'Meitner, M', 'Brodie, JF']",University of British Columbia
https://doi.org/10.1111/ddi.12993,Born-digital biodiversity data: Millions and billions,2020,"['Kays, R', 'McShea, WJ', 'Wikelski, M']",University of North Carolina
https://doi.org/10.1111/1365-2664.13750,An integrated approach to measure hunting intensity and assess its impacts on mammal populations,2020,"['Dobbins, M', 'Sollmann, R', 'Menke, S', 'Zambrano, AA', 'Broadbent, E']",University of California System
https://doi.org/10.1111/cobi.13619,Determinants of population persistence and abundance of terrestrial and arboreal vertebrates stranded in tropical forest land-bridge islands,2021,"['Benchimol, M', 'Peres, CA']",Universidade Estadual de Santa Cruz
https://doi.org/10.5751/ACE-01681-150212,"The use of a camera trap and acoustic survey design to ascertain the vocalization and breeding status of the highly elusive White-winged Flufftail, Sarothrura ayresi",2020,"['Colyn, RB', 'Campbell, A', 'Smit-Robinson, HA']",National Research Foundation - South Africa
https://doi.org/10.1111/csp2.239,A review of factors to consider when using camera traps to study animal behavior to inform wildlife ecology and conservation,2020,"['Caravaggi, A', 'Burton, AC', 'Clark, DA', 'Fisher, JT', 'Grass, A', 'Green, S', 'Hobaiter, C', 'Hofmeester, TR', 'Kalan, AK', 'Rabaiotti, D', 'Rivet, D']",University of South Wales
https://doi.org/10.1016/j.gecco.2020.e00927,A refined population and conservation assessment of the elusive and endangered northern tiger cat (Leopardus tigrinus) in its key worldwide conservation area in Brazil,2020,"['de Oliveira, TG', 'Lima, BC', 'Fox-Rosales, L', 'Pereira, RS', 'Pontes-Araujo, E', 'de Sousa, AL']",Universidade Estadual do Maranhao
https://doi.org/10.1016/j.gecco.2019.e00726,"Impacts of livestock grazing, topography and vegetation on distribution of wildlife in Wanglang National Nature Reserve, China",2019,"['Tian, C', 'Liao, PC', 'Dayananda, B', 'Zhang, YY', 'Liu, ZX', 'Li, JQ', 'Yu, B', 'Qing, L']",Beijing Forestry University
https://doi.org/10.1016/j.gecco.2019.e00607,"Quantifying species richness and composition of elusive rainforest mammals in Taman Negara National Park, Peninsular Malaysia",2019,"['Jambari, A', 'Sasidhran, S', 'Halim, HRA', 'Mohamed, KA', 'Ashton-Butt, A', 'Lechner, AM', 'Azhar, B']",Hiroshima University
https://doi.org/10.1016/j.biocon.2019.01.030,"Richness, diversity, and factors influencing occupancy of mammal communities across human-modified landscapes in Colombia",2019,"['Boron, V', 'Deere, NJ', 'Xofis, P', 'Link, A', 'Quinones-Guerrero, A', 'Payan, E', 'Tzanopoulos, J']",University of Kent
https://doi.org/10.3897/natureconservation.32.29740,"First photographic record of marbled cat Pardofelis marmorata Martin, 1837 Mammalia, Carnivora, Felidae) in Nepal",2019,"['Lama, ST', 'Ross, JG', 'Bista, D', 'Sherpa, AP', 'Regmi, GR', 'Suwal, MK', 'Sherpa, P', 'Weerman, J', 'Lama, SS', 'Thapa, M', 'Poudyal, LP', 'Paterson, AM']",Lincoln University - New Zealand
https://doi.org/10.1016/j.biocon.2020.108450,"Using local ecological knowledge to improve large terrestrial mammal surveys, build local capacity and increase conservation opportunities",2020,"['Camino, M', 'Thompson, J', 'Andrade, L', 'Cortez, S', 'Matteucci, SD', 'Altrichter, M']",Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET)
https://doi.org/10.1007/978-3-030-28868-6_6,"Ecology and Conservation of Ungulates in the Lacandon Forest, Mexico",2020,"['Naranjo, EJ']",El Colegio de la Frontera Sur (ECOSUR)
https://doi.org/10.3390/d11070110,How Roads Affect the Spatial Use of the Guanaco in a South American Protected Area: Human Connectivity vs Animal Welfare,2019,"['Cappa, FM', 'Borghi, CE', 'Giannoni, SM']",Universidad Nacional de San Juan
https://doi.org/10.1017/S0030605317001260,"Population density estimates and conservation concern for clouded leopards Neofelis nebulosa, marbled cats Pardofelis marmorata and tigers Panthera tigris in Htamanthi Wildlife Sanctuary, Sagaing, Myanmar",2019,"['Naing, H', 'Ross, J', 'Burnham, D', 'Htun, S', 'Macdonald, DW']",League of European Research Universities - LERU
https://doi.org/10.1007/s10530-020-02394-3,"Environmental factors regulate occupancy of free-ranging dogs on a sub-Antarctic island, Chile",2021,"['Contardo, J', 'Grimm-Seyfarth, A', 'Cattan, PE', 'Schuttler, E']",Universidad de Chile
https://doi.org/10.22120/jwb.2020.117400.1103,"Daily activity pattern of Malayan Sun bear in Dampa Tiger Reserve, Mizoram, India",2020,"['Gouda, S', 'Chauhan, NS', 'Sethy, J', 'Sahu, HK']",Amity University Noida
https://doi.org/10.1016/j.biocon.2019.108252,Protected areas alone rarely predict mammalian biodiversity across spatial scales in an Albertan working landscape,2019,"['Stewart, FEC', 'Volpe, JP', 'Eaton, BR', 'Hood, GA', 'Vujnovic, D', 'Fisher, JT']",University of Victoria
https://doi.org/10.1002/wsb.1121,Camera Trap Feasibility for Ecological Studies of Elusive Forest Deer,2020,"['Grotta-Neto, F', 'Peres, PHF', 'Piovezan, U', 'Passos, FC', 'Duarte, JMB']",Universidade Federal do Parana
https://doi.org/10.1007/s10530-020-02343-0,Impact of introduced nest predators on insular endemic birds: the case of the Azores Woodpigeon (Columba palumbus azorica),2020,"['Lamelas-Lopez, L', 'Fontaine, R', 'Borges, PAV', 'Goncalves, D']",Universidade dos Acores
https://doi.org/10.1016/j.gecco.2019.e00792,Abundance estimation from multiple data types for group-living animals: An example using dhole (Cuon alpinus),2019,"['Ngoprasert, D', 'Gale, GA', 'Tyre, AJ']",King Mongkuts University of Technology North Bangkok
https://doi.org/10.1016/j.gecco.2020.e00917,A systematic review of methods for studying the impacts of outdoor recreation on terrestrial wildlife,2020,"['Marion, S', 'Davies, A', 'Demsar, U', 'Irvine, RJ', 'Stephens, PA', 'Long, J']",University of St Andrews
https://doi.org/10.1111/acv.12631,"Environmental factors, human presence and prey interact to explain patterns of tiger presence in Eastern Thailand",2021,"['Ash, E', 'Kaszta, Z', 'Noochdumrong, A', 'Redford, T', 'Macdonald, DW']",League of European Research Universities - LERU
https://doi.org/10.1016/j.gecco.2020.e01221,Giant panda distribution and habitat preference: The influence of sympatric large mammals,2020,"['Liu, ZX', 'Dayananda, B', 'Jeffree, RA', 'Tian, C', 'Zhang, YY', 'Yu, B', 'Zheng, Y', 'Jing, Y', 'Si, PY', 'Li, JQ']",Beijing Forestry University
https://doi.org/10.1016/j.gecco.2019.e00632,Evaluation of the application of methods used to detect and monitor selected mammalian taxa to pangolin monitoring,2019,"['Ingram, DJ', 'Willcox, D', 'Challender, DWS']",University of London
https://doi.org/10.1111/cobi.13233,The importance of considering multiple interacting species for conservation of species at risk,2019,"['Burgar, JM', 'Burton, AC', 'Fisher, JT']",University of British Columbia
https://doi.org/10.1111/conl.12679,An experimental test of community-based strategies for mitigating human-wildlife conflict around protected areas,2020,"['Branco, PS', 'Merkle, JA', 'Pringle, RM', 'King, L', 'Tindall, T', 'Stalmans, M', 'Long, RA']",University of Idaho
https://doi.org/10.1016/j.biocon.2019.02.007,"Opportunities for biodiversity conservation outside of Gorongosa National Park, Mozambique: A multispecies approach",2019,"['Easter, T', 'Bouley, P', 'Carter, N']",Boise State University
https://doi.org/10.1016/j.gecco.2019.e00766,"Documenting the demise of tiger and leopard, and the status of other carnivores and prey, in Lao PDR's most prized protected area: Nam Et - Phou Louey",2019,"['Rasphone, A', 'Kery, M', 'Kamler, JF', 'Macdonald, DW']",League of European Research Universities - LERU
https://doi.org/10.1016/j.jnc.2020.125815,Wildlife response to recreational trail building: An experimental method and Appalachian case study,2020,"['Miller, AB', 'Kays, R', 'Leung, YF']",University of North Carolina
https://doi.org/10.1111/1365-2664.13601,Comparable space use by lions between hunting concessions and national parks in West Africa,2020,"['Mills, KL', 'Harissou, Y', 'Gnoumou, IT', 'Abdel-Nasser, YI', 'Doamba, B', 'Harris, NC']",University of Michigan System
https://doi.org/10.1017/S0030605319000966,Updated ranges of the Vulnerable cheetah and Endangered African wild dog in Angola,2020,"['Monterroso, P', 'Rocha, F', 'van Wyk, S', 'Antonio, T', 'Chicomo, M', 'Kosmas, S', 'Lages, F', 'Fabiano, E', 'Godinho, R']",Universidade do Porto
https://doi.org/10.1016/j.biocon.2020.108762,Strict protected areas are essential for the conservation of larger and threatened mammals in a priority region of the Brazilian Cerrado,2020,"['Ferreira, GB', 'Collen, B', 'Newbold, T', 'Oliveira, MJR', 'Pinheiro, MS', 'de Pinho, FF', 'Rowcliffe, M', 'Carbone, C']",University of London
https://doi.org/10.1017/S0030605318000546,Detecting tropical wildlife declines through camera-trap monitoring: an evaluation of the Tropical Ecology Assessment and Monitoring protocol,2019,"['Beaudrot, L', 'Ahumada, J', ""O'Brien, TG"", 'Jansen, PA']",University of Michigan System
https://doi.org/10.1016/j.gecco.2020.e01354,Strongholds under siege: Range-wide deforestation and poaching threaten mainland clouded leopards (Neofelis nebulosa),2020,"['Petersen, WJ', 'Savini, T', 'Ngoprasert, D']",King Mongkuts University of Technology Thonburi
https://doi.org/10.1111/acv.12600,Human disturbance and prey occupancy as predictors of carnivore richness and biomass in a Himalayan hotspot,2021,"['Li, XY', 'Bleisch, WV', 'Liu, XW', 'Hu, WQ', 'Jiang, XL']",Chinese Academy of Sciences
https://doi.org/10.1016/j.gecco.2020.e01198,Caught on camera: The impacts of urban domestic cats on wild prey in an African city and neighbouring protected areas,2020,"['Seymour, CL', 'Simmons, RE', 'Morling, F', 'George, ST', 'Peters, K', ""O'Riain, MJ""]",National Research Foundation - South Africa
https://doi.org/10.1111/acv.12637,Habitat use across multiple scales suggests resilience to rising seas for endangered island endemic compared to sympatric invasive species,2021,"['Taillie, PJ', 'Jolly, SR', 'Bobay, LR', 'Sneckenberger, S', 'McCleery, RA']",State University System of Florida
https://doi.org/10.1016/j.gecco.2020.e01117,Density and movements of mainland clouded leopards (Neofelis nebulosa) under conditions of high and low poaching pressure,2020,"['Petersen, WJ', 'Steinmetz, R', 'Sribuarod, K', 'Ngoprasert, D']",King Mongkuts University of Technology Thonburi
https://doi.org/10.1016/j.jnc.2019.04.002,Non-intrusive systematic study reveals mutualistic interactions between threatened island endemic species and points to more impactful conservation,2019,"['Bissessur, P', 'Bunsy, Y', 'Baider, C', 'Florens, FBV']",University of Mauritius
https://doi.org/10.1111/acv.12569,"Comparison of species richness and detection between line transects, ground camera traps, and arboreal camera traps",2020,"['Moore, JF', 'Pine, WE', 'Mulindahabi, F', 'Niyigaba, P', 'Gatorano, G', 'Masozera, MK', 'Beaudrot, L']",Rice University
https://doi.org/10.1016/j.jnc.2020.125846,A small protected area facilitates persistence of a large carnivore in a ranching landscape,2020,"['Pereira, JA', 'Thompson, J', 'Di Bitetti, MS', 'Fracassi, NG', 'Paviolo, A', 'Fameli, AF', 'Novaro, AJ']",Museo Argentino de Ciencias Naturales Bernardino Rivadavia (MACN)
https://doi.org/10.1016/j.gecco.2019.e00539,Evaluating methods for detecting and monitoring pangolin (Pholidata: Manidae) populations,2019,"['Willcox, D', 'Nash, HC', 'Trageser, S', 'Kim, HJ', 'Hywood, L', 'Connelly, E', 'Ichu, GI', 'Nyumu, JK', 'Moumbolou, CLM', 'Ingram, DJ', 'Challender, DWS']",Zoological Society of London
https://doi.org/10.1111/1365-2664.13411,Shifting up a gear with iDNA: From mammal detection events to standardised surveys,2019,"['Abrams, JF', 'Horig, LA', 'Brozovic, R', 'Axtner, J', 'Crampton-Platt, A', 'Mohamed, A', 'Wong, ST', 'Sollmann, R', 'Yu, DW', 'Wilting, A']",Leibniz Institut fur Zoo und Wildtierforschung
https://doi.org/10.1016/j.biocon.2019.108326,Apex predators decline after an influx of pastoralists in former Central African Republic hunting zones,2020,"['Aebischer, T', 'Ibrahim, T', 'Hickisch, R', 'Furrer, RD', 'Leuenberger, C', 'Wegmann, D']",University of Fribourg
https://doi.org/10.5751/ACE-01630-150201,Impacts of traditional livestock farming on threatened sheldgeese (Chloephaga spp.) in Patagonia,2020,"['Cossa, NA', 'Fasola, L', 'Roesler, I', 'Reboreda, JC']",University of Buenos Aires
https://doi.org/10.1016/j.biocon.2020.108796,Using an occupancy approach to identify poaching hotspots in protected areas in a seasonally dry tropical forest,2020,"['Dias, DD', 'Ferreguetti, AC', 'Rodrigues, FHG']",Universidade Federal de Sergipe
https://doi.org/10.1016/j.biocon.2020.108593,The relative contribution of camera trap technology and citizen science for estimating survival of an endangered African vulture,2020,"['Santangeli, A', 'Pakanen, VM', 'Bridgeford, P', 'Boorman, M', 'Kolberg, H', 'Sanz-Aguilar, A']",University of Helsinki
https://doi.org/10.1016/j.pecon.2020.10.006,Use of unfenced highway underpasses by lowland tapirs and other medium and large mammals in central-western Brazil,2020,"['Abra, FD', 'Canena, AD', 'Garbino, GST', 'Medici, EP']",Smithsonian Institution
https://doi.org/10.1007/s00300-019-02497-1,New records of invasive mammals from the sub-Antarctic Cape Horn Archipelago,2019,"['Schuttler, E', 'Crego, RD', 'Saavedra-Aracena, L', 'Silva-Rodriguez, EA', 'Rozzi, R', 'Soto, N', 'Jimenez, JE']",Universidad de Magallanes
https://doi.org/10.1007/s10592-020-01310-5,"Environmental DNA metabarcoding reveals the presence of a small, quick-moving, nocturnal water shrew in a forest stream",2020,"['Yonezawa, S', 'Ushio, M', 'Yamanaka, H', 'Miya, M', 'Takayanagi, A', 'Isagi, Y']",Kyoto University
https://doi.org/10.1007/s10531-020-02039-w,Counting cats for conservation: seasonal estimates of leopard density and drivers of distribution in the Serengeti,2020,"['Allen, ML', 'Wang, SD', 'Olson, LO', 'Li, Q', 'Krofel, M']",Illinois Natural History Survey
https://doi.org/10.1016/j.biocon.2020.108504,Evaluating the spatial intensity and demographic impacts of wire-snare bush-meat poaching on large carnivores,2020,"['Loveridge, AJ', 'Sousa, LL', 'Seymour-Smith, J', 'Hunt, J', 'Coals, P', ""O'Donnell, H"", 'Lindsey, PA', 'Mandisodza-Chikerema, R', 'Macdonald, DW']",League of European Research Universities - LERU
https://doi.org/10.1016/j.ecolind.2020.106863,Sampling understory birds in different habitat types using point counts and camera traps,2020,"['Fonturbel, FE', 'Rodriguez-Gomez, GB', 'Fernandez, N', 'Garcia, B', 'Orellana, JI', 'Castano-Villa, GJ']",Pontificia Universidad Catolica de Valparaiso
https://doi.org/10.1016/j.gecco.2019.e00900,"Identifying Himalayan brown bear (Ursus arctos isabellinus) conservation areas in Lahaul Valley, Himachal Pradesh",2020,"['Sharief, A', 'Joshi, BD', 'Kumar, V', 'Kumar, M', 'Dutta, R', 'Sharma, CM', 'Thapa, A', 'Rana, HS', 'Mukherjee, T', 'Singh, A', 'Thakur, M', 'Sharma, LK', 'Chandra, K']",Zoological survey of India
https://doi.org/10.1016/j.gecco.2020.e01124,Relatively undisturbed African savannas - an important reference for assessing wildlife responses to livestock grazing systems in European rangelands,2020,"['Rottstock, T', 'Gottert, T', 'Zeller, U']",Humboldt University of Berlin
https://doi.org/10.1017/S0030605318000455,Utilization of waterholes by globally threatened species in deciduous dipterocarp forest of the Eastern Plains Landscape of Cambodia,2020,"['Pin, C', 'Ngoprasert, D', 'Gray, TNE', 'Savini, T', 'Crouthers, R', 'Gale, GA']",King Mongkuts University of Technology Thonburi
https://doi.org/10.1017/S0030605317000229,Do Marco Polo argali Ovis ammon polii persist in Pakistan?,2019,"['Ali, H', 'Younus, M', 'Din, JU', 'Bischof, R', 'Nawaz, MA']",Quaid I Azam University
https://doi.org/10.22201/ib.20078706e.2020.91.3064,"Factors affecting the abundance of Peters's squirrel, Sciurus oculatus, in a population of Central Mexico",2020,"['Tobajas, J', 'Jimenez, J', 'Sanchez-Rojas, G']",Consejo Superior de Investigaciones Cientificas (CSIC)
https://doi.org/10.1007/s11252-020-01027-w,Medium and large mammal conservation in the City of Cape Town: factors influencing species richness in urban nature reserves,2021,"['Schnetler, AK', 'Radloff, FGT', ""O'Riain, MJ""]",Cape Peninsula University of Technology
https://doi.org/10.1017/S0030605319000255,"Conservation status of the dhole Cuon alpinus in north-east India, with a focus on Dampa Tiger Reserve, Mizoram",2020,"['Singh, P', 'Srivathsa, A', 'MacDonald, DW']",Tata Institute of Fundamental Research (TIFR)
https://doi.org/10.1111/1365-2664.13602,Drawn out of the shadows: Surveying secretive forest species with camera trap distance sampling,2020,"['Bessone, M', 'Kuhl, HS', 'Hohmann, G', 'Herbinger, I', ""N'Goran, KP"", 'Asanzi, P', 'Da Costa, PB', 'Derozier, V', 'Fotsing, EDB', 'Beka, BI', 'Iyomi, MD', 'Iyatshi, IB', 'Kafando, P', 'Kambere, MA', 'Moundzoho, DB', 'Wanzalire, MLK', 'Fruth, B']",Liverpool John Moores University
https://doi.org/10.1016/j.biocon.2019.07.037,The spatial distribution and population density of tigers in mountainous terrain of Bhutan,2019,"['Tempa, T', 'Hebblewhite, M', 'Goldberg, JF', 'Norbu, N', 'Wangchuk, TR', 'Xiao, WH', 'Mills, LS']",University of Montana System
https://doi.org/10.1111/cobi.13517,Abundance estimation of unmarked animals based on camera-trap data,2021,"['Gilbert, NA', 'Clare, JDJ', 'Stenglein, JL', 'Zuckerberg, B']",University of Wisconsin System
https://doi.org/10.1071/PC20032,A comparison of abundance and distribution model outputs using camera traps and sign surveys for feral pigs,2021,"['Risch, DR', 'Ringma, J', 'Honarvar, S', 'Price, MR']",University of Hawaii System
https://doi.org/10.1007/s11252-020-00991-7,Raining feral cats and dogs? Implications for the conservation of medium-sized wild mammals in an urban protected area,2021,"['Coronel-Arellano, H', 'Rocha-Ortega, M', 'Gual-Sill, F', 'Martinez-Meyer, E', 'Ramos-Rendon, AK', 'Gonzalez-Negrete, M', 'Gil-Alarcon, G', 'Zambrano, L']",Universidad Nacional Autonoma de Mexico
https://doi.org/10.1016/j.biocon.2019.108383,Human presence and human footprint have non-equivalent effects on wildlife spatiotemporal habitat use,2020,"['Nickel, BA', 'Suraci, JP', 'Allen, ML', 'Wilmers, CC']",University of California System
https://doi.org/10.1017/S0030605318000558,"First assessment of the conservation status of the jaguar Panthera onca in the Sierra Madre de Chiapas, Mexico",2019,"['De la Torre, JA', 'Rivero, M', 'Camacho, G', 'Alvarez-Marquez, LA', 'Medellin, RA']",Universidad Nacional Autonoma de Mexico
https://doi.org/10.1590/1676-0611-BN-2018-0625,"Plasticity in the timing of activity in the Red-rumped Agouti, Dasyprocta leporina (Mammalia: Rodentia), in the Atlantic Forest of southeastern Brazil",2019,"['Magalhaes, LM', 'Srbek-Artujo, AC']",Centro Universitario Vila Velha
https://doi.org/10.1007/s10531-020-02001-w,Tackling the tide: A rapid assessment protocol to detect terrestrial vertebrates in mangrove forests,2020,"['Rog, SM', 'Clarke, RH', 'Minnema, E', 'Cook, CN']",Monash University
https://doi.org/10.1017/S0030605317001065,Responses of Sunda clouded leopard Neofelis diardi population density to anthropogenic disturbance: refining estimates of its conservation status in Sabah,2019,"['Hearn, AJ', 'Ross, J', 'Bernard, H', 'Bakar, SA', 'Goossens, B', 'Hunter, LTB', 'Macdonald, DW']",League of European Research Universities - LERU
https://doi.org/10.1111/cobi.13384,Effectiveness of Panama as an intercontinental land bridge for large mammals,2020,"['Meyer, NFV', 'Moreno, R', 'Sutherland, C', 'de la Torre, JA', 'Esser, HJ', 'Jordan, CA', 'Olnaos, M', 'Ortega, J', 'Reyna-Hurtado, R', 'Valdes, S', 'Jansen, PA']",El Colegio de la Frontera Sur (ECOSUR)
https://doi.org/10.1177/1940082920966470,"Identifying Wildlife Corridors Using Local Knowledge and Occupancy Methods along the San Buenaventura-Ixiamas Road, La Paz, Bolivia",2020,"['Wallace, R', 'Ayala, G', 'Negroes, N', ""O'Brien, T"", 'Viscarra, M', 'Reinaga, A', 'Marquez, R', 'Strindberg, S']",Wildlife Conservation Society
https://doi.org/10.1016/j.gecco.2020.e01357,"The local extinction of one of the greatest terrestrial ecosystem engineers, the giant armadillo (Priodontes maximus), in one of its last refuges in the Atlantic Forest, will be felt by a large vertebrate community",2020,"['Fontes, BL', 'Desbiez, ALJ', 'Massocato, GF', 'Srbek-Araujo, AC', 'Sanaiotti, TM', 'Bergallo, HG', 'Ferreguetti, AC', 'Noia, CHR', 'Schettino, VR', 'Valls, R', 'Moreira, DD', 'Gatti, A', 'Mendonca, ED', 'Banhos, A']",Universidade Federal do Espirito Santo
https://doi.org/10.1016/j.gecco.2020.e01015,"Temporal niche patterns of large mammals in Wanglang National Nature Reserve, China",2020,"['Tian, C', 'Zhang, YY', 'Liu, ZX', 'Dayananda, B', 'Fu, XB', 'Yuan, D', 'Tu, ZB', 'Luo, CP', 'Li, JQ']",Beijing Forestry University
https://doi.org/10.1016/j.gecco.2019.e00701,The beaver facilitates species richness and abundance of terrestrial and semi-aquatic mammals,2019,"['Nummi, P', 'Liao, WF', 'Huet, O', 'Scarpulla, E', 'Sundell, J']",University of Helsinki
https://doi.org/10.1016/j.biocon.2020.108638,Bottom-up and top-down processes influence contemporary patterns of mammal species richness in Australia's monsoonal tropics,2020,"['Stobo-Wilson, AM', 'Stokeld, D', 'Einoder, LD', 'Davies, HF', 'Fisher, A', 'Hill, BM', 'Mahney, T', 'Murphy, BP', 'Scroggie, MP', 'Stevens, A', 'Woinarski, JCZ', 'Rangers, B', 'Rangers, W', 'Gillespie, GR']",Northern Territory Government
https://doi.org/10.3897/neobiota.45.30645,Temporal activity of rural free-ranging dogs: implications for the predator and prey species in the Brazilian Atlantic Forest,2019,"['Carvalho, WD', 'Rosalino, LM', 'Godoy, MSM', 'Giorgete, MF', 'Adania, CH', 'Esberard, CEL']",Fundacao Universidade Federal do Amapa
https://doi.org/10.1002/wsb.1133,Using Natural Pelt Patterns to Estimate Population Abundance with Mark-Resight Models,2020,"['Teton, B', 'Lewis, JS', 'Wright, CT', 'White, M', 'Young, H']",Arizona State University
https://doi.org/10.32800/abc.2020.43.0097,"Terrestrial mammal community richness and temporal overlap between tigers and other carnivores in Bukit Barisan Selatan National Park, Sumatra",2020,"['Allen, ML', 'Sibarani, MC', 'Utoyo, L', 'Krofel, M']",Illinois Natural History Survey
https://doi.org/10.1016/j.gecco.2019.e00878,"Effects of landscape context on mammal richness in the urban forest mosaic of EThekwini Municipality, Durban, South Africa",2020,"['Zungu, MM', 'Maseko, MST', 'Kalle, R', 'Ramesh, T', 'Downs, CT']",University of Kwazulu Natal
https://doi.org/10.1111/ddi.12967,Multi-scale habitat modelling identifies spatial conservation priorities for mainland clouded leopards (Neofelis nebulosa),2019,"['Macdonald, DW', 'Bothwell, HM', 'Kaszta, Z', 'Ash, E', 'Bolongon, G', 'Burnham, D', 'Can, OE', 'Campos-Arceiz, A', 'Channa, P', 'Clements, GR', 'Hearn, AJ', 'Hedges, L', 'Htun, S', 'Kamler, JF', 'Kawanishi, K', 'Macdonald, EA', 'Mohamad, SW', 'Moore, J', 'Naing, H', 'Onuma, M', 'Penjor, U', 'Rasphone, A', 'Rayan, DM', 'Ross, J', 'Singh, P', 'Tan, CKW', 'Wadey, J', 'Yadav, BP', 'Cushman, SA']",League of European Research Universities - LERU
https://doi.org/10.1111/acv.12662,Inferring patterns of sympatry among large carnivores in Manas National Park - a prey-rich habitat influenced by anthropogenic disturbances,2021,"['Lahkar, D', 'Ahmed, MF', 'Begum, RH', 'Das, SK', 'Harihar, A']",Assam University
https://doi.org/10.1111/ddi.12952,Acoustic and camera surveys inform models of current and future vertebrate distributions in a changing desert ecosystem,2019,"['Rich, LN', 'Furnas, BJ', 'Newton, DS', 'Brashares, JS']",University of California System
https://doi.org/10.1017/S0030605318001539,New populations of pampas deer Ozotoceros bezoarticus discovered in threatened Amazonian savannah enclaves,2019,"['Rocha, DG', 'Vogliotti, A', 'Grabin, DM', 'Assuncao, WRC', 'Cambraia, BC', ""D'Amico, AR"", 'Portela, AE', 'Sollmann, R']",University of California System
